альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность
Здравствуйте, дети!, 2004;Иду;лету;лёт;NOUN;мужской;единственное;предложный (2);;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;паровозы;паровоз;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;иду;идти;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;блядским;блядский;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;переулкам;переулок;NOUN;мужской;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;иду;идти;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;грязным;грязный;ADJF;;множественное;дательный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;разговорам;разговор;NOUN;мужской;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;подыгрываю;подыгрывать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Иду;недоумкам;недоумок;NOUN;мужской;множественное;дательный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;подмигиваю;подмигивать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;участковым;участковый;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;Прозевая;прозевать;GRND;;;;настоящее;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Иду;первые;первый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;трамваи;трамвай;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;иду;идти;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;переходным;переходный;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;сваям;свая;NOUN;женский;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;Пролетая;пролетать;GRND;;;;настоящее;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Иду;перелетными;перелётный;ADJF;;множественное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;стаями;стая;NOUN;женский;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;прометая;прометать;GRND;;;;настоящее;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Иду;искрометными;искромётный;ADJF;;множественное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;фразами;фраза;NOUN;женский;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;Пробегая;пробегать;GRND;;;;настоящее;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Иду;перестрелки;перестрелка;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;трактах;тракт;NOUN;мужской;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;пробираясь;пробираться;GRND;;;;настоящее;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;последние;последний;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;вахты;вахта;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;Прогибаясь;прогибаться;GRND;;;;настоящее;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;под;под;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;своими;свой;ADJF;;множественное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;запарами;запара;NOUN;женский;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;проливаясь;проливаться;GRND;;;;настоящее;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;слезой;слеза;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;над;над;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;барменом;бармен;NOUN;мужской;единственное;творительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Письмо;Пишу;писать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;письмо;письмо;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;губами;губа;NOUN;женский;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Как;как;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;память;память;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;вслух;вслух;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;читаю;читать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;Всякий;всякий;ADJF;мужской;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;желтый;жёлтый;ADJF;мужской;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;хлам;хлам;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;забросал;забросать;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебя;ты;NPRO;;единственное;винительный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;звонками;звонок;NOUN;мужской;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;помню;помнить;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;то;то;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;ли;ли;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;вечер;вечер;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;То;то;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;ли;ли;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;утро;утро;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;нам;мы;NPRO;;множественное;дательный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Косой;коса;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;будильник;будильник;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;от;от;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;ударов;удар;NOUN;мужской;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Завывает;завывать;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Письмо;он;он;NPRO;мужской;единственное;именительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Письмо;как;как;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;он;он;NPRO;мужской;единственное;именительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Письмо;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;может;мочь;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Письмо;спать;спать;INFN;;;;;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Письмо;Косыми;косой;ADJF;;множественное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;стрелками;стрелка;NOUN;женский;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Он;он;NPRO;мужской;единственное;именительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Письмо;смотрит;смотреть;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;бульвары;бульвар;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;смотрю;смотреть;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;стрелки;стрелка;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Ровно;ровно;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;пять;пять;NUMR;;;винительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;У;у;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;нас;мы;NPRO;;множественное;родительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;обеда;обед;NOUN;мужской;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;дожди;дождь;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;С;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;утра;утро;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;туман;туман;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;ненастье;ненастье;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;жди;ждать;VERB;;единственное;;;;повелительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;здрасьте;здравствуй;INTJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;лапой;лапа;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Большого;большой;ADJF;средний;единственное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;умного;умный;ADJF;мужской;единственное;винительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Письмо;зверя;зверь;NOUN;мужской;единственное;винительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;мамой;мама;NOUN;женский;единственное;творительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;верой;вера;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;нарисую;нарисовать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;спине;спина;NOUN;женский;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;твоей;твой;ADJF;женский;единственное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Красивые;красивый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;широкие;широкий;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Послания;послание;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;прочитаю;прочитать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;ночь;ночь;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Чтоб;чтоб;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;плакала;плакать;VERB;женский;единственное;;прошедшее;;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Письмо;ты;ты;NPRO;;единственное;именительный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Сказки;сказка;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;об;о;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Италии;италия;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;зарываюсь;зарываться;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Письмо;В;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;каждой;каждый;ADJF;женский;единственное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;строчке;строчка;NOUN;женский;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;В;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;каждой;каждый;ADJF;женский;единственное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;точке;точка;NOUN;женский;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;прощения;прощение;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;прошу;просить;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;а;а;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;зря;зря;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;наконец;наконец;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;то;то;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;написал;написать;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;Наверно;наверно;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;поздно;поздно;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Написал;написать;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;что;что;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;люблю;любить;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебя;ты;NPRO;;единственное;винительный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Пишу;писать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;письмо;письмо;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;подарках;подарок;NOUN;мужской;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Пишу;писать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;письмо;письмо;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;записках;записка;NOUN;женский;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Пишу;писать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;письмо;письмо;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;стихах;стих;NOUN;мужской;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Пишу;писать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;письмо;письмо;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;ирисках;ириска;NOUN;женский;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Пишу;писать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;письмо;письмо;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;осколках;осколок;NOUN;мужской;множественное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Наверно;наверно;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;все-таки;всё-таки;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;к;к;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;счастью;счастие;NOUN;средний;единственное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;На;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;шее;шея;NOUN;женский;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;ветка;ветка;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;ирги;ирга;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;пара;пара;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;рыб;рыба;NOUN;женский;множественное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Письмо;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;запястье;запястье;NOUN;средний;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;У;у;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;нас;мы;NPRO;;множественное;родительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;обеда;обед;NOUN;мужской;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;дожди;дождь;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;С;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;утра;утро;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;туман;туман;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;ненастье;ненастье;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;жди;ждать;VERB;;единственное;;;;повелительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;здрасьте;здравствуй;INTJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;лапой;лапа;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Письмо;Большого;большой;ADJF;средний;единственное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Письмо;умного;умный;ADJF;мужской;единственное;винительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Письмо;зверя;зверь;NOUN;мужской;единственное;винительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;мамой;мама;NOUN;женский;единственное;творительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Письмо;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Письмо;напишу;написать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Письмо;тебе;ты;NPRO;;единственное;дательный;;2;;;;;;;
Здравствуйте, дети!, 2004;Письмо;верой;вера;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;Если;если;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;смело;смело;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;прыгнуть;прыгнуть;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Понедельник;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;небо;небо;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;захватить;захватить;INFN;;;;;;;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;собой;себя;NPRO;;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;все;всё;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;мечты;мечта;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;опасть;опасть;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Понедельник;брусникой;брусника;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;спелой;спелый;ADJF;женский;единственное;родительный;;;;;;;;;
